ID,Price
1488566728,135.98
1603768865,147.49
1542813125,146.93
1298954594,139.89
1168517495,125.6
1085995169,108.13
1250316563,115
1288693176,118.8
1249023060,124.66
1240593600,113.44
1264049202,115.78
1254535382,113.46
1305479080,122
1284207489,118.68
1281982625,117.45
1315710011,118.7
1243874488,119.8
1274623813,115.81
1325726787,118.76
1373723882,125.3
1379574546,125.25
1363204703,124.5
1363709900,123.62
1374013440,123
1385778993,124
1417769833,126.93
1491070770,133.85
1477958233,133.22
1495293015,136
1454029510,135.46
1446189975,130.58
1483734578,132.59
1445053941,132.25
1447870200,129.9
1451916165,129.78
1373837500,129.4
1373708058,122.5
1365337545,123.84
1368486469,123.47
1327960200,123.1
1255258638,119
1219717920,111.42
1126642500,108.99
1198638945,110.1
1227874725,109.6
1219969853,111.79
1173637400,110.3
1128709292,104.7
1129245604,103.7
1124306272,101.6
1149418485,102.21
1214216070,111.11
1224193838,110.22
1246104920,114.3
1239214238,114.99
1226110328,109.96
1218626490,108.8
1163935726,108.33
1178086140,106.47
1179105200,105.49
1150468023,104
1073887457,101.74
1078198524,99.99
1096957771,98.12
1000065296,97.66
1024082228,92.3
881233116,90.98
915618609,83.11
778411179,80
799741619,75
848838979,74.56
871457940,80
873841849,78.3
988957719,87
1014650063,90.28
1067634684,104
1119796120,98.25
1080917760,98.7
1123658944,101.9
1113217032,99.86
1125658000,99.97
1035512825,98.8
1054083771,95.2
1022707665,93.1
1038798980,91.95
1048939081,92
1094484058,96.82
1082848325,95.99
1110587858,97.33
1100902800,97.47
1079491697,97
1144602838,100.58
1161619140,102.5
1240092366,107.99
1218777834,111.34
1195225200,108
1201487185,108
1196226508,105.78
1209797378,105.95
1222677176,107.77
1229098150,107.38
1229098150,106.75
1187105900,106.75
1185307130,105.75
1188153925,103.9
1211789250,105.19
1231248581,108
1259042650,109.35
1300656724,115
1271404657,113.25
1260352119,112.3
1312996375,113.75
1313544013,114.69
1377725475,123.06
1403829641,123.01
1428698678,124.91
1404437433,123.5
1374309422,122
1392768092,121.39
1417198897,122.99
1393847159,122.75
1469193138,127.24
1424675798,127.32
1422584866,123.7
1552288465,135.75
1574672051,140.89
1610215347,145.81
1581969854,146.5
1593346565,138.34
1477012118,144.5
1473965191,131.44
1389646450,127.34
1448411494,125.94
1419836072,124.72
1484085516,129.06
1470679164,129.74
1580450350,137.83
1556386219,136.08
1578699084,137.58
1512038756,135.85
1526085146,131.44
1542395098,132.72
1542278406,132.76
1540598328,133.2
1519883709,131.77
1489921944,135.62
1495101147,128.61
1515584736,133.94
1479037148,132.73
1494974356,127.46
1507033770,129.69
1509434269,134.93
1573520360,134.74
1585878762,135.63
1616584505,140.61
1566038425,138.35
1557001092,134.63
1344930746,133.59
1457492615,123.63
1521498787,130.09
1516777519,130.44
1522686975,129.66
1498859918,130.27
1488277350,127.47
1544249376,131.75
1543701125,131.5
1547971040,131.81
1599426131,135.66
1634968839,138.66
1664129178,144.12
1720981439,145.39
1689851848,152.23
1734327563,147.42
1850219763,155.96
2046457291,177.48
2073319140,174.91
2164518143,184.82
2302910260,196.27
2540139399,213.62
2358198593,217.42
2222012384,198.87
2111296044,188.41
2339831217,196.44
2365837416,198.62
2436241934,204.79
2384492273,209.16
2433658800,205.18
2460742837,206.65
2462261645,207.76
2568713111,215.05
2737659088,231.01
2931598960,250.66
3138994688,263
3545560087,304.17
4045494603,338.66
4058705857,370.82
3910613095,350.7
4101635027,351.27
4317726291,362.81
4883103453,414.05
5038817795,425.9
5013561020,437.89
5282849105,450.26
5907842064,500.58
8449069629,703.78
7022949161,806.11
7100077964,599.65
8684240726,733.4
9276681716,780.85
9597335799,844.97
9317034156,807.36
9619646225,810.68
11176110593,928.54
12069885699,1001.96
12435823060,1077.56
13646039846,1146.97
13620389321,1156.14
11531708948,1133.08
12591271606,1055.42
13018451838,1096
13903428351,1156.12
12626914509,1154.36
10025645095,1042.38
8442962249,854.64
9627500113,802.51
10808715488,921.93
11966951486,997.23
10638546534,1001.58
10578889955,901.94
10816819988,941.79
10578987915,904.65
10625517651,886.16
8565534010,882.25
8279623719,754.83
6347159168,679.32
8406397153,707.23
7599576492,729.16
7363114611,654.27
7505757423,666.74
8192487202,680.91
8100042042,684.39
8305173374,682.7
9279735331,777.75
8955394564,777.51
8869918644,747.06
9082103621,748.61
9217167990,766.6
9191325349,760.58
9403308145,775.35
9781073921,820.31
9980135396,834.15
10477362437,859.51
11379660685,952.4
11620533603,1017.12
9808299600,965.74
10310363180,870.68
10365397028,864.36
10634081648,871.19
11195636164,921.48
10578653198,928.52
10312375950,861.29
10218535832,855.69
10561305975,872.81
10255185612,866.16
10000663202,842.91
10315662000,841.49
10699504086,870.96
10694453430,886.39
10620283205,881.2
10399573174,870.15
10113558120,851.57
9810138293,822.43
10509539619,861.45
10902798632,897.02
9503544085,893
10013251364,832.5
10182659550,836.87
10100339387,830.5
10238411820,831.87
10275202812,853.52
10190038654,844.72
10174774202,826.48
10229342305,840.17
10034436286,837.32
9662791119,819.81
8810607000,783.2
8337738240,721.82
8451228950,712.27
8430742782,703.71
8323817195,712.46
8073458481,672.9
7500376176,657.99
8206805878,691.72
8072579656,661.84
7650358837,665.1
7772386462,656.95
7779035355,645.76
7737830115,631.77
6909538974,627.73
7135603064,582.96
7526808473,614.48
7534325867,639.91
6796971990,607.61
6704461434,541.38
7254505067,603.8
7208406719,594.05
6843353924,584.14
7049084308,573.38
6978524072,570.48
8326933812,702.91
8317230356,696.22
8304000852,674.28
8286267327,669.77
7855629815,665.34
7712151171,635.14
7958687808,643.95
7846433315,644.76
7928102950,638.42
7905832725,648.03
7983960982,644.2
7869180480,639.53
7963443153,639.14
7903422086,637.52
7796513249,632.68
7704183118,622.39
7644702125,622
7382675346,609.74
7168656262,604.59
7090150172,572.55
7045871925,570.24
7326517067,586.56
7335179952,585.44
7298672082,590.03
5923615602,580.56
6232801684,526.02
6178428029,504.86
5791419543,492.37
5752294437,483.02
6023351178,495.34
5506313797,495.05
5604036051,449.57
5641613449,454.65
5824866676,463.57
5808861023,466.32
5670830650,462.56
5718579640,457.42
5589580215,455.73
4611917257,443.37
5318033925,429.77
5321874506,439.61
5234667259,427.4
5802302128,469.75
6522974948,519
6674473792,542.38
6278792387,533.52
6074116360,498.6
6353700029,503.55
6312896984,510.87
6284666435,510.57
6187034895,503.22
6231920621,493.25
6350012525,500.46
5857079867,500.3
5822776642,464.54
5542720307,459.33
5593864954,447.53
5683724524,451.64
5690810165,451.1
